Ad asset report
"December 8, 2025 - January 6, 2026"
Conversion action,Asset status,Asset,Asset type,Level,Status,Status reason,Added by,Last updated,Currency code,TrueView avg. CPV,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Clicks,CTR,Avg. CPC,Conversions,Cost / conv.,Conv. rate,Conv. value,Conv. value / cost,Conv. value / click,Value / conv.,All conv.,Cost / all conv.,All conv. rate,All conv. value,All conv. value / cost,All conv. value / click,Value / all conv.,All conv. (by conv. time),All conv. value (by conv. time),Value / all conv. (by conv. time),Campaign ID,Ad group ID,Item ID,Policy details,Ad group,Campaign,Phone calls,Phone impr.,PTR
Wright's - GA4 (web) unbounce_landing_page_submission,Paused,Match Your Aesthetic,Callout,Account,Paused,Paused,Advertiser,"Feb 9, 2024, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556936,, --, --,0,0,0
Wright's - GA4 (web) request_an_estimate,Enabled,https://tpc.googlesyndication.com/simgad/2001208124517452102,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1682689850,0,53303793740,, --,County: Lee - Window,0,0,0
Calls From Ads,Enabled,"The Wright Way
Learn How Wright's Protects Your
Home During An Installation.
https://wrightsimpactwindowanddoor.com/blog/installing-windows-doors-the-wrights-way/?_location=bc",Sitelink,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 4:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,16067095171,0,23811751648,, --,County: Broward - Door Unbounce Landing Page vs. Website - Broward Door - WFX,0,0,0
Calls From Ads,Paused,A BBB Rating,Callout,Account,Paused,Paused,Advertiser,"Sep 23, 2025, 6:49 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,37123148089,, --, --,0,0,0
ctm_call_adextension,Paused,A BBB Rating,Callout,Account,Paused,Paused,Advertiser,"Sep 23, 2025, 6:49 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,37123148089,, --, --,0,0,0
MCFX - SQL,Paused,A BBB Rating,Callout,Account,Paused,Paused,Advertiser,"Sep 23, 2025, 6:49 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,37123148089,, --, --,0,0,0
Clicks to call,Paused,"Wright's Guarantees
100% Money Back Guarantee.
100% Lifetime Guarantee. See More.
https://wrightsimpactwindowanddoor.com/our-guarantee/?_location=cc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091730,0,23811751861,, --,County: Collier - Window,0,0,0
Wright's - GA4 (web) unbounce_landing_page_submission,Paused,"Wright's Guarantees
100% Money Back Guarantee.
100% Lifetime Guarantee. See More.
https://wrightsimpactwindowanddoor.com/our-guarantee/?_location=cc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091730,0,23811751861,, --,County: Collier - Window,0,0,0
MCFX - SQL,Paused,"Wright's Guarantees
100% Money Back Guarantee.
100% Lifetime Guarantee. See More.
https://wrightsimpactwindowanddoor.com/our-guarantee/?_location=cc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091730,0,23811751861,, --,County: Collier - Window,0,0,0
Request An Estimate (http://wrightsimpactwindowanddoor.com (WPFX)),Enabled,"The Wright Way
Learn How Wright's Protects Your
Home During An Installation.
https://wrightsimpactwindowanddoor.com/blog/installing-windows-doors-the-wrights-way/?_location=bc",Sitelink,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 4:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,16067002927,0,23811751648,, --,County: Broward - Window Unbounce Landing Page vs Website - Broward Window - WFX,0,0,0
Wright's - GA4 (web) request_estimate,Paused,"Hurricane Impact Doors
Protect Your Home & Family with
Hurricane-Rated Impact Doors.
https://wrightsimpactwindowanddoor.com/impact-doors/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1682689850,0,23811751747,, --,County: Lee - Window,0,0,0
Lead form - Submit,Paused,"Hurricane Impact Doors
Protect Your Home & Family with
Hurricane-Rated Impact Doors.
https://wrightsimpactwindowanddoor.com/impact-doors/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1682689850,0,23811751747,, --,County: Lee - Window,0,0,0
Unbounce Landing Page Submission (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,"The Wright Way
Learn How Wright's Protects Your
Home During An Installation.
https://wrightsimpactwindowanddoor.com/blog/installing-windows-doors-the-wrights-way/?_location=bc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1585701519,0,23811751648,, --,County: Broward - Window,0,0,0
Request An Estimate (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,"The Wright Way
Learn How Wright's Protects Your
Home During An Installation.
https://wrightsimpactwindowanddoor.com/blog/installing-windows-doors-the-wrights-way/?_location=bc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1585701519,0,23811751648,, --,County: Broward - Window,0,0,0
Wright's - GA4 (web) ctm_phone_call,Paused,"Hurricane Impact Doors
Protect Your Home & Family with
Hurricane-Rated Impact Doors.
https://wrightsimpactwindowanddoor.com/impact-doors/?_location=md",Sitelink,Campaign,Paused,Paused; Disapproved,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1468929344,0,23811751738,"Destination not working (Disapproved, 404, desktop)", --,County: Miami-Dade - Door,0,0,0
Local actions - Website visits,Paused,"Hurricane Impact Doors
Protect Your Home & Family with
Hurricane-Rated Impact Doors.
https://wrightsimpactwindowanddoor.com/impact-doors/?_location=md",Sitelink,Campaign,Paused,Paused; Disapproved,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1468929344,0,23811751738,"Destination not working (Disapproved, 404, desktop)", --,County: Miami-Dade - Door,0,0,0
Unbounce Form - Google Ads,Paused,"The Wright Way
Learn How Wright's Protects Your
Home During An Installation.
https://wrightsimpactwindowanddoor.com/blog/installing-windows-doors-the-wrights-way/?_location=bc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1404551172,0,23811751648,, --,County: Broward - Door,0,0,0
Wright's - GA4 (web) unbounce_submission,Paused,"Wright's Guarantees
100% Money Back Guarantee.
100% Lifetime Guarantee. See More.
https://wrightsimpactwindowanddoor.com/our-guarantee/?_location=cc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091730,0,23811751861,, --,County: Collier - Window,0,0,0
Wright's - GA4 (web) unbounce_submission,Enabled,"Types:Single Hung Windows,Double Hung Windows,Casement Windows,Bay Windows,Bow Windows,Sliding Windows,Awning Windows,Garden Windows,Bae Windows,Custom Shaped Windows",Structured snippet,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 5:01 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,0,23814355262,, --,County: Brevard - Door,0,0,0
MCFX - SQL,Enabled,Sliding Patio Doors,Callout,Ad group,Eligible,,Advertiser,"Aug 10, 2023, 10:34 AM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,134319765722,95443069876,,Impact Doors - Sliding #1,County: Brevard - Door,0,0,0
Request An Estimate (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,"Types:Single Hung Windows,Double Hung Windows,Casement Windows,Bay Windows,Bow Windows,Sliding Windows,Awning Windows,Garden Windows,Bae Windows,Custom Shaped Windows",Structured snippet,Account,Paused,Paused,Advertiser,"Sep 23, 2025, 6:22 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23814355262,, --, --,0,0,0
Wright's - GA4 (web) request_estimate,Paused,"Types:Single Hung Windows,Double Hung Windows,Casement Windows,Bay Windows,Bow Windows,Sliding Windows,Awning Windows,Garden Windows,Bae Windows,Custom Shaped Windows",Structured snippet,Account,Paused,Paused,Advertiser,"Sep 23, 2025, 6:22 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23814355262,, --, --,0,0,0
Lead form - Submit,Paused,"Photo Gallery
Browse Our Photo Gallery of Impact
Windows and Doors Today!
https://wrightsimpactwindowanddoor.com/gallery/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071158,0,23811751378,, --,County: Palm Beach & Hendry - Door,0,0,0
Request An Estimate (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,"Impact Windows
Protect Your Home With Hurricane
Impact Windows from Wright's.
https://wrightsimpactwindowanddoor.com/impact-windows/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071158,0,23811751333,, --,County: Palm Beach & Hendry - Door,0,0,0
ctm_call_adextension,Enabled,https://tpc.googlesyndication.com/simgad/3802768787139278570,Image,Campaign,Eligible,,Advertiser,"Oct 9, 2024, 7:00 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21788913744,0,176495194943,, --,2TON - Palm Beach - Search - Door,0,0,0
Unbounce Landing Page Submission (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,"Request An Estimate
Schedule Your Free Estimate From
Wright's Impact Window & Door Today
https://wrightsimpactwindowanddoor.com/request-estimate/?_location=cc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091730,0,23811751159,, --,County: Collier - Window,0,0,0
Wright's - GA4 (web) request_an_estimate,Paused,"Hurricane Impact Doors
Protect Your Home & Family with
Hurricane-Rated Impact Doors.
https://wrightsimpactwindowanddoor.com/impact-doors/?_location=cc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091730,0,23811751654,, --,County: Collier - Window,0,0,0
Wright's - GA4 (web) unbounce_landing_page_submission,Paused,"Impact Windows
Protect Your Home With Hurricane
Impact Windows from Wright's.
https://wrightsimpactwindowanddoor.com/impact-windows/?_location=cc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091730,0,23811751660,, --,County: Collier - Window,0,0,0
Wright's - GA4 (web) unbounce_landing_page_submission,Paused,"Wright's Guarantees
100% Money Back Guarantee.
100% Lifetime Guarantee. See More.
https://wrightsimpactwindowanddoor.com/our-guarantee/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091553,0,23811751345,, --,County: Lee - Door,0,0,0
Calls From Ads,Enabled,https://tpc.googlesyndication.com/simgad/3802768787139278570,Image,Campaign,Eligible,,Advertiser,"Jan 23, 2025, 4:52 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22158869891,0,176495194943,, --,2TON - Palm Beach - Search - Window,0,0,0
Wright's - GA4 (web) sc_form_submission,Paused,Reduce Insurance Costs,Callout,Account,Paused,Paused,Advertiser,"Feb 9, 2024, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556945,, --, --,0,0,0
Request An Estimate (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,Reduce Insurance Costs,Callout,Account,Paused,Paused,Advertiser,"Feb 9, 2024, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556945,, --, --,0,0,0
Unbounce Form - Google Ads,Paused,"Wright's Guarantees
100% Money Back Guarantee.
100% Lifetime Guarantee. See More.
https://wrightsimpactwindowanddoor.com/our-guarantee/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091553,0,23811751345,, --,County: Lee - Door,0,0,0
MCFX - Sale,Paused,"Impact Windows
Protect Your Home With Hurricane
Impact Windows from Wright's.
https://wrightsimpactwindowanddoor.com/impact-windows/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071158,0,23811751333,, --,County: Palm Beach & Hendry - Door,0,0,0
Stream - Request an Estimate - Google Ads,Paused,"About Wright's
Learn About South Florida's Premier
Hurricane Window & Door Company.
https://wrightsimpactwindowanddoor.com/about-us/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071158,0,23811751144,, --,County: Palm Beach & Hendry - Door,0,0,0
Unbounce Form - Google Ads,Paused,"Custom Windows
https://wrightsimpactwindowanddoor.com/impact-windows/custom-windows/?_location=cc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091730,0,83189031241,, --,County: Collier - Window,0,0,0
MCFX - Sale,Paused,"Sliding Glass Doors
https://wrightsimpactwindowanddoor.com/impact-doors/sliding-glass-doors/?_location=md",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1468929344,0,83201295008,, --,County: Miami-Dade - Door,0,0,0
Wright's - GA4 (web) request_an_estimate,Paused,"Residential Services
https://wrightsimpactwindowanddoor.com/residential/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21277569010,0,245441285305,, --,2TON - Palm Beach - Performance Max,0,0,0
Wright's - GA4 (web) contactpage_form,Paused,"Residential Services
https://wrightsimpactwindowanddoor.com/residential/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21277569010,0,245441285305,, --,2TON - Palm Beach - Performance Max,0,0,0
Unbounce Landing Page Submission (http://wrightsimpactwindowanddoor.com (WPFX)),Enabled,"Styles:Vinyl,Wood,Aluminum,Clad,Metal,Fiberglass",Structured snippet,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 5:01 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1419496987,0,23814355253,, --,County: Martin/Lucie - Door,0,0,0
Local actions - Website visits,Paused,48 Years In Business,Callout,Account,Paused,Paused,Advertiser,"Feb 9, 2024, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556957,, --, --,0,0,0
Lead form - Submit,Paused,48 Years In Business,Callout,Account,Paused,Paused,Advertiser,"Feb 9, 2024, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556957,, --, --,0,0,0
Wright's - GA4 (web) request_estimate,Paused,"Photo Gallery
Browse Our Photo Gallery of Impact
Windows and Doors Today!
https://wrightsimpactwindowanddoor.com/gallery/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091553,0,23811751624,, --,County: Lee - Door,0,0,0
Wright's - GA4 (web) ctm_phone_call,Paused,"Sliding Glass Doors
https://wrightsimpactwindowanddoor.com/impact-doors/sliding-glass-doors/?_location=md",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1468929344,0,83201295008,, --,County: Miami-Dade - Door,0,0,0
Wright's - GA4 (web) unbounce_submission,Enabled,"Styles:Vinyl,Wood,Aluminum,Clad,Metal,Fiberglass",Structured snippet,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 5:01 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688743371,0,23814355253,, --,County: Collier - Door,0,0,0
Local actions - Directions,Paused,48 Years In Business,Callout,Account,Paused,Paused,Advertiser,"Feb 9, 2024, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556957,, --, --,0,0,0
Wright's - GA4 (web) request_an_estimate,Paused,"Styles:Vinyl,Wood,Aluminum,Clad,Metal,Fiberglass",Structured snippet,Account,Paused,Paused,Advertiser,"Sep 23, 2025, 6:22 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23814355253,, --, --,0,0,0
MCFX - SQL,Enabled,"Styles:Vinyl,Wood,Aluminum,Clad,Metal,Fiberglass",Structured snippet,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 5:01 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071158,0,23814355253,, --,County: Palm Beach & Hendry - Door,0,0,0
ctm_call,Enabled,https://tpc.googlesyndication.com/simgad/7204320210943107413,Image,Campaign,Eligible,,Advertiser,"Oct 9, 2024, 7:00 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21788913744,0,131153589213,, --,2TON - Palm Beach - Search - Door,0,0,0
Local actions - Directions,Paused,"Residential Services
https://wrightsimpactwindowanddoor.com/residential/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21277569010,0,245441285305,, --,2TON - Palm Beach - Performance Max,0,0,0
Wright's - GA4 (web) unbounce_submission,Paused,48 Years In Business,Callout,Account,Paused,Paused,Advertiser,"Feb 9, 2024, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556957,, --, --,0,0,0
MCFX - SQL,Paused,48 Years In Business,Callout,Account,Paused,Paused,Advertiser,"Feb 9, 2024, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556957,, --, --,0,0,0
Wright's - GA4 (web) estimate_form,Paused,"Styles:Vinyl,Wood,Aluminum,Clad,Metal,Fiberglass",Structured snippet,Account,Paused,Paused,Advertiser,"Sep 23, 2025, 6:22 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23814355253,, --, --,0,0,0
Unbounce Landing Page Submission (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,"About Wright's
Learn About South Florida's Premier
Hurricane Window & Door Company.
https://wrightsimpactwindowanddoor.com/about-us/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688092057,0,23811751246,, --,County: Sarasota - Door,0,0,0
Wright's - GA4 (web) request_an_estimate,Enabled,https://tpc.googlesyndication.com/simgad/12992251558435032852,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1468929344,0,53301790219,, --,County: Miami-Dade - Door,0,0,0
Wright's - GA4 (web) contactpage_form,Enabled,https://tpc.googlesyndication.com/simgad/2217930104221477222,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,53334740649,, --,Branded - Search,0,0,0
Wright's - GA4 (web) unbounce_landing_page_submission,Paused,"Casement Windows
https://wrightsimpactwindowanddoor.com/impact-windows/impact-windows-casement-windows/?_location=mc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071152,0,83190179962,, --,County: Martin/Lucie - Window,0,0,0
Calls From Ads,Enabled,https://tpc.googlesyndication.com/simgad/11903732839513363220,Image,Campaign,Eligible,,Advertiser,"Oct 9, 2024, 7:42 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21799326472,0,131110904968,, --,2TON - Broward - Search - Windows,0,0,0
Wright's - GA4 (web) unbounce_landing_page_submission,Paused,"Customer Reviews
Read Testimonials From Customers of
Wright's Impact Window & Door.
https://wrightsimpactwindowanddoor.com/testimonials/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091553,0,23811751252,, --,County: Lee - Door,0,0,0
Stream - Request an Estimate - Google Ads,Enabled,https://tpc.googlesyndication.com/simgad/12992251558435032852,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1468929344,0,53301790219,, --,County: Miami-Dade - Door,0,0,0
Local actions - Website visits,Enabled,https://tpc.googlesyndication.com/simgad/11903732839513363220,Image,Campaign,Eligible,,Advertiser,"Feb 11, 2025, 2:58 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22218202053,0,131110904968,, --,2TON - West Coast - Search - Window,0,0,0
Local actions - Website visits,Enabled,https://tpc.googlesyndication.com/simgad/12992251558435032852,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,53301790219,, --,Branded - Search,0,0,0
Wright's - GA4 (web) unbounce_submission,Paused,"Hurricane Impact Doors
Protect Your Home & Family with
Hurricane-Rated Impact Doors.
https://wrightsimpactwindowanddoor.com/impact-doors/?_location=mc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1419496987,0,23811751375,, --,County: Martin/Lucie - Door,0,0,0
Wright's - GA4 (web) contactpage_form,Enabled,https://tpc.googlesyndication.com/simgad/11903732839513363220,Image,Campaign,Eligible,,Advertiser,"Oct 9, 2024, 7:00 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21788913744,0,131110904968,, --,2TON - Palm Beach - Search - Door,0,0,0
