﻿Campaign	Labels	Campaign Type	Networks	Budget	Budget type	EU political ads	Standard conversion goals	Customer acquisition	Languages	Bid Strategy Type	Bid Strategy Name	Target CPA	Start Date	End Date	Ad Schedule	Ad rotation	Content exclusions	Targeting method	Exclusion method	Google Merchant Center feed	Merchant Identifier	Country of Sale	Feed label	Campaign Priority	Local Inventory Ads	Shopping ads on excluded brands	Inventory filter	Audience targeting	Flexible Reach	Text customization	Final URL expansion	Image enhancement	Image generation	Landing page images	Video enhancement	Brand guidelines	Brand business name	Brand font	Custom parameters	Asset Group	Headline 1	Headline 2	Headline 3	Headline 4	Headline 5	Headline 6	Headline 7	Headline 8	Headline 9	Headline 10	Headline 11	Headline 12	Headline 13	Headline 14	Headline 15	Long headline 1	Long headline 2	Long headline 3	Long headline 4	Long headline 5	Description 1	Description 2	Description 3	Description 4	Description 5	Call to action	Business name	Video ID 1	Video ID 2	Video ID 3	Video ID 4	Video ID 5	Path 1	Path 2	Final URL	Final mobile URL	Audience signal	Age demographic	Gender demographic	Income demographic	Parental status demographic	Remarketing audience segments	Interest categories	Life events	Custom audience segments	Detailed demographics	Ad Group	ID	Location	Reach	Location groups	Radius	Unit	Bid Modifier	Account keyword type	Keyword	Criterion Type	Search theme	Incremental	Link Text	Description Line 1	Description Line 2	Upgraded extension	Source	Link source	Tracking template	Final URL suffix	Header	Snippet Values	Callout text	Campaign Status	Ad Group Status	Asset Group Status	Status	Approval Status	Ad strength	Comment
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																											Senior Professional Resume Help						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																											Management Level Resume Writing						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"	National - Career Advancement	Career Advancement Resume	Professional Development	Job Search Resume Help Today	Career Transition Resume	Executive Career Coaching	Professional Resume	Career Growth Resume Service	Job Advancement Resume Help	Professional Career Services	Executive Job Search Coaching	Career Development Services	Professional Growth Resume	Executive Career Services	Career Transition Help Today	Professional Advancement	Career Advancement Resume Service Professional Development Help	Job Search Resume Help Career Transition Executive Coaching	Professional Resume Optimization Career Growth Advancement Services	Executive Career Coaching Professional Development Resume Writing	Career Transition Help Job Advancement Professional Career Services	Career advancement resume service professional development job search help	Executive career coaching resume optimization professional growth services	Career transition resume writing job advancement professional help	Professional development services executive career coaching resume	Job search career advancement resume help professional services																																														Enabled		Enabled		Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																																	callout						Career Advancement Resume	Enabled			Enabled	Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																																	callout						Professional Development	Enabled			Enabled	Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																																	callout						Job Search Resume Help	Enabled			Enabled	Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																																	callout						Career Transition Resume	Enabled			Enabled	Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																																	callout						Executive Career Coaching	Enabled			Enabled	Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																																	callout						Professional Resume Optimization	Enabled			Enabled	Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																																	callout						Career Growth Resume	Enabled			Enabled	Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																																	callout						Job Advancement Help	Enabled			Enabled	Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																											Career Advancement Resume Service						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																											Professional Development Resume						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																											Job Search Resume Help						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																											Career Transition Resume Writing						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																											Executive Career Coaching						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																											Professional Resume Optimization						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																											Career Growth Resume Service						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																											Job Advancement Resume Help						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																											Professional Career Services						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																											Executive Job Search Coaching						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume National Executive		Performance Max	Google search;Search Partners	89.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+National+Executive""}"																																																		United States																						Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"	Florida - Executive Core	Executive Resume Writing Fort	C-Suite Resume Service Miami	Professional Resume Writing	Leadership Resume Writing	VP Resume Writing Orlando	Director Resume Service	Executive Career Coaching Fort	Resume Writing Service West	Professional Resume Help	Career Coaching Miami Services	Executive Resume Service Tampa	C-Suite Resume Writing Orlando	Leadership Career Services	VP Resume Help Jacksonville	Director Resume Writing Miami	Executive Resume Writing Service Fort Lauderdale Florida	C-Suite Resume Writing Service Miami Professional Career Help	Professional Resume Writing Florida Executive Career Coaching	Leadership Resume Writing Service Tampa VP Career Advancement	Director Resume Writing Jacksonville Senior Management Help	Executive resume writing Fort Lauderdale Florida C-suite career services	Professional resume writing Miami Tampa Orlando career advancement	C-suite resume specialists Florida executive career coaching Jacksonville	Leadership resume writing West Palm Beach Fort Lauderdale career help	VP director resume services Florida executive job search assistance																																														Enabled		Enabled		Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																																	callout						Fort Lauderdale Resume Service	Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																																	callout						Miami Executive Resume	Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																																	callout						Florida Career Coaching	Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																																	callout						Tampa Resume Writing	Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																																	callout						Orlando C-Suite Resume	Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																																	callout						Jacksonville Professional Resume	Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																																	callout						West Palm Beach Career Help	Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																																	callout						Florida Executive Services	Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																											Executive Resume Writing Service Fort Lauderdale						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																											Executive Resume Writing Service Ft Lauderdale						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																											Executive Resume Writing Service Miami						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																											C-Suite Resume Writing Service Fort Lauderdale						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																											Professional Resume Writing Service Florida						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																											Career Coaching Fort Lauderdale						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																											Executive Resume Service West Palm Beach						search_theme							Enabled			Enabled	Approved	Excellent	
